"difference","startDate","startSentiment","endSentiment","endDate","ticker","startCount","endCount","countRatio","countSlope","changeInSentimentSlope","normalizedCountSlope","normalizedSentimentSlope","normalizedDifference","normalizedCountRatio","priceOnStartDate","priceOnEndDate","priceOnEndDate3","priceOnEndDate7","priceOnEndDate15","priceOnEndDate30","decision"
"-13","2016-01-08","9","-4","2016-01-11","gpro","13","39","3","-8.666666666666666","-4.333333333333333","0.5006060606060606","0.48536036036036034","0.4560810810810811","0.010513164715107855","16.190001","15.26","12.48","10.57","10.88","10.59","do nothing"
"-13","2016-01-01","11","-2","2016-01-05","znga","8","1","0.125","1.75","-3.25","0.5195454545454545","0.4890202702702703","0.4560810810810811","0.0004253113411927325","2.58","2.56","2.41","2.39","2.23","2.38","do nothing"
"-13","2016-01-13","11","-2","2016-01-28","lpth","3","2","0.6666666666666666","0.06666666666666667","-0.8666666666666667","0.5164848484848484","0.49707207207207205","0.4560810810810811","0.0023259213971477555","2.86","2.43","3.07","3.07","2.41","2.15","do nothing"
"-13","2016-01-28","18","5","2016-01-29","nflx","23","2","0.08695652173913043","21","-13","0.5545454545454546","0.4560810810810811","0.4560810810810811","0.00029182367839990475","94.410004","91.839996","94.089996","82.790001","89.050003","93.410004","do nothing"
"-13","2016-01-22","14","1","2016-01-25","bbry","5","1","0.2","1.3333333333333333","-4.333333333333333","0.5187878787878788","0.48536036036036034","0.4560810810810811","0.0006884727335557358","7.01","6.82","6.87","7.07","6.72","7.34","do nothing"
"-13","2016-01-20","22","9","2016-01-21","sune","38","8","0.21052631578947367","30","-13","0.5709090909090909","0.4560810810810811","0.4560810810810811","0.0007254076658172098","2.34","2.56","2.72","3.04","2.69","1.43","do nothing"
"-13","2016-01-03","12","-1","2016-01-04","gbsn","11","3","0.2727272727272727","8","-13","0.5309090909090909","0.4560810810810811","0.4560810810810811","0.0009436595382713752","0.943","0.943","0.518","0.44","0.2","0.2","do nothing"
"-12","2016-01-30","5","-7","2016-01-31","amzn","16","21","1.3125","-5","-12","0.5072727272727273","0.4594594594594595","0.4594594594594595","0.004592033386940283","574.809998","574.809998","531.070007","488.100006","521.099976","579.039978","do nothing"
"-12","2016-01-15","10","-2","2016-01-19","fb","8","2","0.25","1.5","-3","0.519090909090909","0.48986486486486486","0.4594594594594595","0.0008639136617977379","94.970001","95.260002","97.940002","97.339996","112.690002","103.470001","do nothing"
"-12","2016-01-08","6","-6","2016-01-13","gbx","1","1","1","0","-2.4","0.5163636363636364","0.49189189189189186","0.4594594594594595","0.00349552758542777","24.559999","21.719999","20.959999","21.629999","24.48","26.559999","do nothing"
"-12","2016-01-20","12","0","2016-01-26","tnxp","2","1","0.5","0.16666666666666666","-2","0.5166666666666667","0.49324324324324326","0.4594594594594595","0.0017411183030077487","4.88","5.26","4.84","4.69","3.77","2.77","do nothing"
"-12","2016-01-13","13","1","2016-01-14","gild","18","2","0.1111111111111111","16","-12","0.5454545454545454","0.4594594594594595","0.4594594594594595","0.0003765777500143985","92.540001","93.019997","89.900002","88.870003","83","91.150002","do nothing"
"-12","2016-01-21","0","-12","2016-01-22","ibm","2","5","2.5","-3","-12","0.5109090909090909","0.4594594594594595","0.4594594594594595","0.008758755432687833","122.910004","122.5","122.080002","124.790001","126.980003","133.770004","do nothing"
"-12","2016-01-01","10","-2","2016-01-05","bldp","1","1","1","0","-3","0.5163636363636364","0.48986486486486486","0.4594594594594595","0.00349552758542777","1.52","1.46","1.33","1.26","1.2","1.4","do nothing"
"-12","2016-01-01","10","-2","2016-01-05","gene","3","1","0.3333333333333333","0.5","-3","0.5172727272727272","0.48986486486486486","0.4594594594594595","0.0011563152088677415","2.56","2.52","2.3","2.11","1.97","2.19","do nothing"
"-12","2016-01-01","11","-1","2016-01-05","f","7","3","0.42857142857142855","1","-3","0.5181818181818182","0.48986486486486486","0.4594594594594595","0.0014904884055191741","13.97","13.72","12.54","12.85","11.9","11.53","do nothing"
"-12","2016-01-20","14","2","2016-01-21","dis","5","3","0.6","2","-12","0.52","0.4594594594594595","0.4594594594594595","0.002092000159491753","92.540001","94.019997","95.290001","93.529999","93.900002","96.370003","do nothing"
"-12","2016-01-01","14","2","2016-01-05","bidu","4","1","0.25","0.75","-3","0.5177272727272727","0.48986486486486486","0.4594594594594595","0.0008639136617977379","184.029999","187.369995","171.339996","172.910004","164.990005","152.589996","do nothing"
"-12","2016-01-28","7","-5","2016-01-29","baba","23","2","0.08695652173913043","21","-12","0.5545454545454546","0.4594594594594595","0.4594594594594595","0.00029182367839990475","66.919998","67.029999","67.029999","62.639999","66.290001","68.809998","do nothing"
"-12","2016-01-01","22","10","2016-01-04","nflx","29","3","0.10344827586206896","8.666666666666666","-4","0.5321212121212121","0.4864864864864865","0.4594594594594595","0.0003496902514332488","109.959999","109.959999","114.559998","114.970001","107.889999","90.739998","do nothing"
"-12","2016-01-01","43","31","2016-01-05","free","20","9","0.45","2.75","-3","0.5213636363636364","0.48986486486486486","0.4594594594594595","0.0015656773747657466","0.01","0.01","0.01","0.01","0.19","0.1","do nothing"
"-12","2016-01-27","18","6","2016-01-28","mnkd","16","7","0.4375","9","-12","0.5327272727272727","0.4594594594594595","0.4594594594594595","0.001521817142705246","1.05","0.9","1.1","0.98","0.98","1.03","do nothing"
"-12","2016-01-26","8","-4","2016-01-27","sune","13","10","0.7692307692307693","3","-12","0.5218181818181818","0.4594594594594595","0.4594594594594595","0.002685800224310837","3.05","3.33","3.02","2.8","2.04","2.26","do nothing"
"-11","2016-01-28","0","-11","2016-01-30","gluu","1","7","7","-3","-5.5","0.5109090909090909","0.4814189189189189","0.46283783783783783","0.02454843897446803","2.2","2.2","2.07","2.7","3.38","3.71","do nothing"
"-11","2016-01-22","11","0","2016-01-26","ino","5","1","0.2","1","-2.75","0.5181818181818182","0.4907094594594595","0.46283783783783783","0.0006884727335557358","5.07","5.24","6.68","6.5","5.78","6.48","do nothing"
"-11","2016-01-22","10","-1","2016-01-28","amd","4","1","0.25","0.5","-1.8333333333333333","0.5172727272727272","0.4938063063063063","0.46283783783783783","0.0008639136617977379","2.02","2.08","2.14","2.09","1.83","2.14","do nothing"
"-11","2016-01-05","14","3","2016-01-06","amzn","24","3","0.125","21","-11","0.5545454545454546","0.46283783783783783","0.46283783783783783","0.0004253113411927325","633.789978","632.650024","617.73999","581.809998","575.02002","502.130005","do nothing"
"-11","2016-01-22","11","0","2016-01-26","exxi","9","2","0.2222222222222222","1.75","-2.75","0.5195454545454545","0.4907094594594595","0.46283783783783783","0.00076644647944107","0.83","0.8","0.87","0.71","0.52","0.36","do nothing"
"-11","2016-01-13","11","0","2016-01-20","athx","5","1","0.2","0.5714285714285714","-1.5714285714285714","0.5174025974025974","0.4946911196911197","0.46283783783783783","0.0006884727335557358","1.06","1.16","1.18","1.14","1.24","1.6","do nothing"
"-11","2016-01-13","11","0","2016-01-19","msft","5","2","0.4","0.5","-1.8333333333333333","0.5172727272727272","0.4938063063063063","0.46283783783783783","0.0013902364465237444","51.639999","50.560001","52.290001","52.169998","52.16","52.189999","do nothing"
"-11","2016-01-05","11","0","2016-01-06","fslr","12","1","0.08333333333333333","11","-11","0.5363636363636364","0.46283783783783783","0.46283783783783783","0.00027911056765773067","72.029999","69.519997","65.419998","61.369999","63.23","65.07","do nothing"
"-11","2016-01-01","6","-5","2016-01-05","oncs","3","2","0.6666666666666666","0.25","-2.75","0.5168181818181818","0.4907094594594595","0.46283783783783783","0.0023259213971477555","2.43","2.34","2.18","1.85","1.53","1.7","do nothing"
"-11","2016-01-08","5","-6","2016-01-11","ziop","1","6","6","-1.6666666666666667","-3.6666666666666665","0.5133333333333333","0.48761261261261263","0.46283783783783783","0.021039620409627986","7","6.31","5.99","5.47","5.62","5.38","do nothing"
"-11","2016-01-06","2","-9","2016-01-07","qqq","2","8","4","-6","-11","0.5054545454545455","0.46283783783783783","0.46283783783783783","0.014021983279947898","108.260002","104.870003","104.330002","104.07","103.769997","96.620003","do nothing"
"-11","2016-01-26","4","-7","2016-01-27","qqq","6","3","0.5","3","-11","0.5218181818181818","0.46283783783783783","0.46283783783783783","0.0017411183030077487","103.150002","100.580002","104.410004","101.660004","96.550003","103.43","do nothing"
"-11","2016-01-01","13","2","2016-01-05","sqqq","4","1","0.25","0.75","-2.75","0.5177272727272727","0.4907094594594595","0.46283783783783783","0.0008639136617977379","19.82","20.02","23.02","21.99","24.959999","23.879999","do nothing"
"-11","2016-01-01","14","3","2016-01-07","amrn","5","2","0.4","0.5","-1.8333333333333333","0.5172727272727272","0.4938063063063063","0.46283783783783783","0.0013902364465237444","1.81","1.69","1.55","1.56","1.62","1.3","do nothing"
"-11","2016-01-08","11","0","2016-01-11","tsla","10","15","1.5","-1.6666666666666667","-3.6666666666666665","0.5133333333333333","0.48761261261261263","0.46283783783783783","0.005249936867847791","211","207.850006","206.179993","204.720001","193.559998","143.669998","do nothing"
"-11","2016-01-05","9","-2","2016-01-06","wtw","9","1","0.1111111111111111","8","-11","0.5309090909090909","0.46283783783783783","0.46283783783783783","0.0003765777500143985","21.049999","21","15.48","14.74","11.98","11.1","do nothing"
"-11","2016-01-11","11","0","2016-01-12","twtr","20","2","0.1","18","-11","0.5490909090909091","0.46283783783783783","0.46283783783783783","0.00033759087707173146","19.65","19.620001","17.940001","16.690001","16.780001","14.31","do nothing"
"-11","2016-01-07","13","2","2016-01-08","aapl","49","87","1.7755102040816326","-38","-11","0.44727272727272727","0.46283783783783783","0.46283783783783783","0.006216652186732292","96.449997","96.959999","98.529999","97.129997","99.440002","95.010002","do nothing"
"-11","2016-01-15","13","2","2016-01-17","sune","6","1","0.16666666666666666","2.5","-5.5","0.5209090909090909","0.4814189189189189","0.46283783783783783","0.0005715121147277343","2.74","2.47","2.34","2.72","3.02","1.62","do nothing"
"-11","2016-01-13","9","-2","2016-01-26","dvn","2","1","0.5","0.07692307692307693","-0.8461538461538461","0.5165034965034966","0.49714137214137216","0.46283783783783783","0.0017411183030077487","24.799999","24.559999","27.9","24.690001","21.629999","19.559999","do nothing"
"-10","2016-01-13","14","4","2016-01-19","gluu","9","3","0.3333333333333333","1","-1.6666666666666667","0.5181818181818182","0.4943693693693694","0.46621621621621623","0.0011563152088677415","2.12","2.27","2.38","2.3","2.01","3.74","do nothing"
"-10","2016-01-28","10","0","2016-01-29","pypl","10","2","0.2","8","-10","0.5309090909090909","0.46621621621621623","0.46621621621621623","0.0006884727335557358","34.240002","36.139999","37.080002","35.07","35.459999","38.139999","do nothing"
"-10","2016-01-20","7","-3","2016-01-21","fb","5","6","1.2","-1","-10","0.5145454545454545","0.46621621621621623","0.46621621621621623","0.004197291298395778","94.349998","94.160004","97.010002","109.110001","104.07","107.160004","do nothing"
"-10","2016-01-13","6","-4","2016-01-14","mbly","4","1","0.25","3","-10","0.5218181818181818","0.46621621621621623","0.46621621621621623","0.0008639136617977379","33.849998","30.57","28.370001","27.85","27.129999","27.469999","do nothing"
"-10","2016-01-19","0","-10","2016-01-20","gpro","1","14","14","-13","-10","0.49272727272727274","0.46621621621621623","0.46621621621621623","0.04911016892834833","10.57","11","10.59","10.61","9.78","12.38","do nothing"
"-10","2016-01-20","7","-3","2016-01-22","kite","4","2","0.5","1","-5","0.5181818181818182","0.4831081081081081","0.46621621621621623","0.0017411183030077487","56.290001","50.98","49.799999","47.490002","39.950001","46.619999","do nothing"
"-10","2016-01-05","10","0","2016-01-06","cldn","6","1","0.16666666666666666","5","-10","0.5254545454545455","0.46621621621621623","0.46621621621621623","0.0005715121147277343","1.69","1.5","1.18","1.14","1.22","1.11","do nothing"
"-10","2016-01-01","9","-1","2016-01-04","nq","5","1","0.2","1.3333333333333333","-3.3333333333333335","0.5187878787878788","0.4887387387387387","0.46621621621621623","0.0006884727335557358","3.52","3.52","3.19","3.15","3.19","3.31","do nothing"
"-10","2016-01-01","10","0","2016-01-05","swn","5","2","0.4","0.75","-2.5","0.5177272727272727","0.49155405405405406","0.46621621621621623","0.0013902364465237444","7.71","7.65","6.95","5.94","7.38","8.84","do nothing"
"-10","2016-01-04","0","-10","2016-01-05","tvix","1","18","18","-17","-10","0.48545454545454547","0.46621621621621623","0.46621621621621623","0.0631454431877085","7.05","6.61","9.4","7.95","11.09","9.28","do nothing"
"-10","2016-01-26","12","2","2016-01-27","tvix","7","10","1.4285714285714286","-3","-10","0.5109090909090909","0.46621621621621623","0.46621621621621623","0.004999306970359217","9.11","9.85","8.24","9.1","12.74","8.51","do nothing"
"-10","2016-01-30","23","13","2016-01-31","plug","16","35","2.1875","-19","-10","0.4818181818181818","0.46621621621621623","0.46621621621621623","0.007662249631175321","1.79","1.79","1.68","1.61","1.74","2.07","do nothing"
"-10","2016-01-30","6","-4","2016-01-31","mnga","8","4","0.5","4","-10","0.5236363636363637","0.46621621621621623","0.46621621621621623","0.0017411183030077487","1.33","1.33","1.33","1.26","1.13","1.26","do nothing"
"-10","2016-01-26","13","3","2016-01-27","bbry","13","3","0.23076923076923078","10","-10","0.5345454545454545","0.46621621621621623","0.46621621621621623","0.0007964363817046602","7.02","6.88","7.07","7.18","6.62","7.46","do nothing"
"-10","2016-01-12","0","-10","2016-01-13","twtr","2","48","24","-46","-10","0.43272727272727274","0.46621621621621623","0.46621621621621623","0.08419835457674876","19.620001","18.68","16.690001","17.379999","16.49","15.88","do nothing"
"-10","2016-01-28","10","0","2016-01-29","twtr","8","1","0.125","7","-10","0.5290909090909091","0.46621621621621623","0.46621621621621623","0.0004253113411927325","16.49","16.799999","17.91","15.72","16.360001","18.120001","do nothing"
"-10","2016-01-13","10","0","2016-01-14","amda","11","1","0.09090909090909091","10","-10","0.5345454545454545","0.46621621621621623","0.46621621621621623","0.0003056925264822765","0.109","0.106","0.116","0.12","2.79","1.79","do nothing"
"-10","2016-01-25","3","-7","2016-01-26","amda","3","4","1.3333333333333333","-1","-10","0.5145454545454545","0.46621621621621623","0.46621621621621623","0.004665133773707784","1.21","1.369","2.79","3.07","2.15","2.39","do nothing"
"-10","2016-01-13","10","0","2016-01-14","avxl","10","3","0.3","7","-10","0.5290909090909091","0.46621621621621623","0.46621621621621623","0.00103935459003974","3.67","4.05","3.72","3.61","3.59","3.64","do nothing"
"-10","2016-01-11","3","-7","2016-01-12","rlyp","36","5","0.1388888888888889","31","-10","0.5727272727272728","0.46621621621621623","0.46621621621621623","0.00047404493237106644","19.6","20.549999","19.440001","18.65","19.280001","17.209999","do nothing"
"-10","2016-01-20","9","-1","2016-01-21","rlyp","29","7","0.2413793103448276","22","-10","0.5563636363636364","0.46621621621621623","0.46621621621621623","0.0008336652258939444","19.84","19.27","19.620001","18.530001","18.07","18.059999","do nothing"
"-10","2016-01-11","1","-9","2016-01-12","gbsn","18","5","0.2777777777777778","13","-10","0.54","0.46621621621621623","0.46621621621621623","0.0009613808441544057","0.44","0.32","0.18","0.2","0.263","0.186","do nothing"
"-10","2016-01-05","5","-5","2016-01-13","lptn","1","7","7","-0.75","-1.25","0.515","0.49577702702702703","0.46621621621621623","0.02454843897446803","0.22","0.16","0.16","0.16","0.18","0.16","do nothing"
"-9","2016-01-08","0","-9","2016-01-19","rgse","1","1","1","0","-0.8181818181818182","0.5163636363636364","0.49723587223587223","0.46959459459459457","0.00349552758542777","0.57","0.53","0.59","0.59","0.5","0.44","do nothing"
"-9","2016-01-06","9","0","2016-01-07","vrx","17","4","0.23529411764705882","13","-9","0.54","0.46959459459459457","0.46959459459459457","0.0008123133887853843","102.400002","97.389999","85.449997","89.769997","88.599998","89.629997","do nothing"
"-9","2016-01-13","8","-1","2016-01-20","atv","8","2","0.25","0.8571428571428571","-1.2857142857142858","0.5179220779220779","0.4956563706563707","0.46959459459459457","0.0008639136617977379","8.35","7.6","7.24","6.3","7.57","6.82","do nothing"
